,time,soc,curr,volt
21697,19:54.8,59,17.5,335
21698,20:02.6,59,11.7,334.6
21699,20:10.1,59,4.8,335.7
21700,20:17.8,59,55.2,332.7
21701,20:25.6,59,-3.4,335.7
21702,20:33.3,58.5,100.6,329.7
21703,20:40.8,58.5,67,331
21704,20:52.0,58.5,49.3,331.8
21705,21:07.1,58.5,56.6,331.1
21706,21:10.6,58.5,56.6,331.1
21707,21:11.6,58,-138.2,340.7
21708,21:19.1,58.5,-59.9,337.9
21709,21:26.6,58.5,23.4,334
21710,21:34.2,58.5,-45.2,337.2
21711,21:41.7,58.5,21.9,333.8
21712,21:49.3,58.5,19.2,333.7
21713,21:57.2,58,58.8,331.7
21714,22:06.2,58,-19.7,335.2
21715,22:13.7,58,30.7,333.4
21716,22:21.3,58,4.7,334.8
21717,22:28.8,58,-6.8,335.3
21718,22:36.2,58,49.1,332.5
21719,22:44.4,58,16.1,334.1
21720,22:54.4,58,77.5,331
21721,23:02.3,58,-39.2,336.7
21722,23:11.7,58,-25.2,336.1
21723,23:19.3,58,117.7,329.1
21724,23:32.9,58,102,328.9
21725,23:32.9,58,102,328.9
21726,23:41.4,57.5,74.7,330.2
21727,23:48.9,57.5,-42.6,336.6
21728,23:57.9,58,-3.1,335.4
21729,24:06.3,57.5,-71.1,338
21730,24:13.8,58,1.2,334.9
21731,24:33.8,57.5,21.4,333.8
21732,24:33.8,57.5,21.4,333.8
21733,24:33.9,57.5,21.4,333.8
21734,24:41.3,57.5,-3.1,335.1
21735,24:48.9,57.5,2.5,334.8
21736,24:56.5,57.5,2.1,334.8
21737,25:04.1,57.5,1.6,334.6
21738,25:12.1,57.5,2.5,334.8
21739,25:20.1,57.5,2.5,334.8
21740,25:27.9,57.5,42.7,332.9
21741,25:36.2,57.5,52.2,332
21742,25:49.4,57.5,73.6,330.5
21743,25:49.4,57.5,73.6,330.5
21744,26:00.9,57.5,8.9,334
21745,26:03.0,57.5,8.9,334
21746,26:10.5,57.5,-71.9,338.5
21747,26:17.9,57.5,1.5,335.1
21748,26:25.4,57.5,2.5,335
21749,26:33.0,57.5,2.6,335
21750,26:40.5,57.5,2.6,334.9
21751,26:48.0,57.5,3.2,334.8
21752,26:55.4,57.5,1.6,335
21753,27:03.0,57.5,3.2,334.9
21754,27:10.5,57.5,2.6,334.9
21755,27:18.0,57.5,2.5,334.9
21756,27:25.5,57.5,3,334.6
21757,27:33.1,57.5,1.3,335
21758,27:40.5,57.5,2.4,334.9
21759,27:48.5,57.5,10.9,334.5
21760,27:56.1,57.5,69,331.3
21761,28:03.5,57.5,-36.5,336.5
21762,28:11.1,57.5,4.3,334.8
21763,28:19.3,57.5,8.3,334.3
21764,28:27.7,57.5,2.3,334.8
21765,28:35.1,57.5,27.5,333.6
21766,28:43.3,57.5,18.6,333.8
21767,28:50.6,57.5,-5.7,335.2
21768,29:01.9,57.5,-5.9,334.7
21769,29:09.9,57.5,40.7,332.8
21770,29:17.9,57.5,2.7,334.6
21771,29:25.9,57.5,-3.9,335
21772,29:33.9,57.5,-4.6,334.9
21773,29:41.7,57,-5.7,335.1
21774,29:56.7,57,2.8,334.6
21775,30:10.8,57,-13.1,335.2
21776,30:24.5,57,12.9,333.8
21777,30:38.5,57,21.8,333.3
21778,30:53.6,57,5.3,334.1
21779,31:07.2,57,22,333.2
21780,31:21.4,57,15.6,332.9
21781,31:34.9,57,-6,334.6
21782,31:49.0,57,3,334.1
21783,32:03.1,57,4.2,334.1
21784,08:02.3,57,2.8,334.6
21785,08:16.4,57,2.9,334.5
21786,08:30.4,57,32.7,333
21787,08:44.4,57,1.1,334.5
21788,08:58.5,57,24.6,333.5
21789,09:12.9,57,-3.4,334.8
21790,09:26.9,57,7,334.5
21791,09:50.1,57,-1,334.6
21792,09:50.1,57,-1,334.6
21793,09:50.6,57,-1,334.6
21794,09:51.9,57,-7.8,335
21795,10:07.5,56.5,75.7,330.4
21796,10:21.9,56.5,48.7,331.9
21797,10:35.6,56.5,5.4,334.1
21798,10:49.6,56.5,2.4,334.2
21799,11:03.5,56.5,2.1,334.2
21800,11:17.5,56.5,2.9,334.2
21801,11:31.5,56.5,2.1,334.2
21802,11:45.5,56.5,2.8,334.2
21803,11:59.6,56.5,2.2,334.2
21804,12:13.7,56.5,3.4,334.2
21805,12:27.7,56.5,2.4,334.2
21806,12:41.9,56.5,1.3,334.2
21807,12:55.4,56.5,2.7,334.2
21808,13:09.2,56.5,31.1,332.7
21809,13:37.8,56.5,21.1,333.2
21810,13:51.7,56.5,-7.3,334.4
21811,14:05.8,56.5,-21.6,335
21812,14:19.8,56.5,21.3,332.2
21813,14:33.9,56.5,2.5,333.7
21814,14:47.7,56.5,2.8,333.7
21815,15:01.4,56.5,2.7,333.8
21816,15:15.3,56.5,2.9,333.8
21817,15:29.2,56.5,6.5,333.5
21818,15:42.6,56.5,3.1,333.7
21819,15:56.3,56.5,2.7,333.7
21820,16:10.2,56,2.7,332.9
21821,16:23.7,56,2.6,333.7
21822,16:37.3,56,2.5,333.7
21823,16:51.3,56,2.4,333.7
21824,17:05.5,56,2.7,333.7
21825,17:19.5,56,2.5,333.7
21826,17:33.3,56,54,330.9
21827,17:47.5,56,3.1,333.4
21828,18:01.6,56,2.6,333.6
21829,18:15.7,56,2.5,333.6
21830,18:29.7,56,2.7,333.6
21831,18:37.3,56,37.1,331.8
21832,18:44.8,56,151.8,324.9
21833,18:52.3,56,-95,337.4
21834,19:20.4,56,-29.7,335.4
21835,19:21.0,56,-29.7,335.4
21836,19:21.0,56,-29.7,335.4
21837,19:21.0,56,-29.7,335.4
21838,19:29.5,56,38.5,331.5
21839,19:37.7,56,223.2,322.3
21840,19:45.5,56,107.6,328.3
21841,19:54.0,55.5,116.4,325.3
21842,19:59.0,55.5,116.4,325.3
21843,20:06.9,55.5,-30.3,333.5
21844,20:15.0,55.5,-30.5,335.5
21845,20:23.2,55.5,2.3,333.4
21846,20:30.4,55.5,2.4,333.3
21847,20:38.0,55.5,2.4,333.3
21848,20:46.0,55.5,2.4,333.3
21849,20:54.0,55.5,2.4,333.3
21850,21:06.2,55.5,2.4,333.3
21851,21:14.0,55.5,2.2,333.3
21852,21:21.7,55.5,2.1,333.3
21853,21:29.8,55.5,2.1,333.3
21854,21:37.0,55.5,4,333.2
21855,21:44.6,55.5,2.8,333.3
21856,21:52.8,55.5,2.1,333.3
21857,22:00.5,55.5,2.2,333.4
21858,22:17.7,55.5,140.1,325.4
21859,22:18.4,55.5,140.1,325.4
21860,22:18.4,55.5,140.1,325.4
21861,22:48.1,55,27.5,331
21862,22:55.7,55.5,2.2,333.1
21863,23:03.1,55.5,2.1,333.1
21864,23:10.7,55,132.6,325.9
21865,23:18.2,55,-19.4,333
21866,23:25.7,55,-53.1,335.5
21867,23:33.4,55,2.3,332.9
21868,23:41.6,55,2.2,332.9
21869,23:49.2,55,2.2,332.9
21870,23:56.6,55,2.1,332.9
21871,24:04.4,55,2.4,332.9
21872,24:12.4,55,2.2,332.9
21873,24:20.2,55,2.1,333
21874,24:28.5,55,145.9,324.5
21875,24:37.5,55,25,330.3
21876,24:48.0,54.5,30.7,329.8
21877,24:56.8,54.5,-83.8,336.3
21878,25:04.8,55,2.1,332.8
21879,25:12.8,55,2.1,332.7
21880,25:20.8,55,2.1,332.7
21881,25:28.9,55,2.1,332.7
21882,25:36.9,55,2.1,332.7
21883,25:44.9,55,2.1,332.7
21884,25:52.9,55,2.2,332.7
21885,26:00.4,55,2.3,332.8
21886,26:07.9,55,2.3,332.8
21887,26:15.8,55,2.3,332.8
21888,26:23.6,55,-24.9,333.9
21889,26:31.1,54.5,103.2,327.4
21890,26:38.9,54.5,35.4,329.7
21891,26:46.5,54.5,24.6,330
21892,26:53.8,54.5,59.5,328.5
21893,27:01.4,54.5,78.6,327
21894,27:08.9,54.5,-46.7,334
21895,27:16.4,54.5,-60.8,336.2
21896,27:23.9,54.5,-5.1,333.3
21897,27:31.3,54.5,2.8,332.6
21898,27:38.9,54.5,2.2,332.6
21899,27:46.6,54.5,2.3,332.6
21900,27:54.4,54.5,2,332.6
21901,28:02.0,54.5,2.1,332.6
21902,28:09.5,54.5,2.2,332.6
21903,28:32.3,54.5,2.2,332.6
21904,28:40.1,54.5,23.2,331
21905,28:48.5,54.5,61,328.7
21906,28:56.0,54.5,229.8,320.8
21907,29:06.3,54,5.5,330.5
21908,29:14.0,54,-137.2,338.1
21909,29:21.5,54.5,2.5,332.3
21910,29:29.0,54.5,88.9,327.6
21911,29:36.7,54,2.3,331.5
21912,29:44.3,54,-21.9,333.2
21913,29:52.2,54.5,-0.4,332.5
21914,30:00.1,54.5,2.2,332.2
21915,30:07.6,54.5,2.1,332.2
21916,30:16.2,54.5,2.6,332.2
21917,30:23.7,54.5,2.2,332.1
21918,30:31.4,54,3,332.2
21919,30:39.4,54,2.6,332.2
21920,30:47.4,54,2.7,332.2
21921,30:55.2,54,3.1,332.2
21922,31:02.7,54,2.7,332.2
21923,31:10.2,54,3.2,332.2
21924,31:17.9,54,3.1,332.2
21925,31:25.7,54,23.2,330.9
21926,31:33.2,54,40.1,329.6
21927,31:40.6,54,40,329.9
21928,31:48.1,54,-6.6,332.8
21929,31:56.0,54,28.7,330.4
21930,32:04.0,54,-39.8,334.3
21931,32:11.7,54,3.3,331.9
21932,32:25.3,54,-6.5,332.6
21933,32:39.6,54,-9.4,332.7
21934,32:53.5,54,4.1,331.9
21935,33:07.3,54,1.7,332.1
21936,38:18.3,54,0,332.6
21937,38:32.1,54,3.9,332.4
21938,38:45.8,54,4,332.3
21939,38:59.7,54,-0.8,332.4
21940,39:13.9,54,4.8,332
21941,39:32.4,54,29.4,330.8
21942,39:32.9,54,29.4,330.8
21943,39:42.0,54,4.8,331.8
21944,39:49.7,54,-13.5,332.8
21945,39:57.1,54,-19.3,332.9
21946,40:04.6,54,-26.3,332.8
21947,40:13.1,53.5,50.2,328.4
21948,40:20.6,54,-15.3,332.9
21949,40:28.1,53.5,2.9,331.6
21950,40:35.6,53.5,-10,332.6
21951,40:43.3,53.5,-56,334.5
21952,40:50.6,53.5,28.8,330.5
21953,40:58.1,53.5,5.1,331.7
21954,41:05.6,53.5,2.2,331.9
21955,41:13.2,53.5,2.8,331.9
21956,41:20.7,53.5,2.5,331.8
21957,41:28.6,53.5,28.7,330.6
21958,41:36.2,53.5,22.2,330.3
21959,41:44.4,53.5,-43.6,334
21960,41:51.7,53.5,3.1,331.8
21961,41:59.2,53.5,2.8,331.8
21962,42:06.7,53.5,8.3,331.5
21963,42:14.2,53.5,3.2,331.8
21964,42:21.9,53.5,2.6,331.8
21965,42:29.8,53.5,3.2,331.5
21966,42:37.4,53.5,2.8,331.8
21967,42:44.9,53.5,2.6,331.8
21968,42:52.9,53.5,3.3,331.8
21969,43:00.9,53.5,2.3,331.8
21970,43:08.9,53.5,3.5,331.8
21971,43:16.9,53.5,2.9,331.8
21972,43:42.7,53.5,97,326.7
21973,43:50.4,53.5,-66.8,335
21974,43:57.9,53.5,2.6,331.8
21975,44:05.9,53.5,2.1,331.8
21976,44:13.4,53.5,3,331.7
21977,44:21.0,53.5,3.1,331.4
21978,44:30.0,53.5,3.2,331.7
21979,44:37.5,53.5,2.6,331.7
21980,44:45.0,53.5,3.2,331.7
21981,44:52.5,53.5,2.1,331.7
21982,45:00.5,53.5,2.7,331.7
21983,45:08.0,53.5,3.1,331.7
21984,45:15.5,53.5,2.7,331.4
21985,45:23.6,53.5,109.3,325.5
21986,45:31.5,53,31.8,329.1
21987,45:39.1,53,22,329.7
21988,45:51.3,53,-31.5,332.2
21989,45:51.8,53,-31.5,332.2
21990,45:59.2,53,-62.6,334.9
21991,46:06.4,53,37,329.5
21992,46:21.8,53,-20.9,331.4
21993,46:22.5,53,-20.9,331.4
21994,46:25.6,53,-48.3,333.2
21995,46:33.5,53,-90.3,335.9
21996,46:41.0,53,110.7,325.7
21997,46:48.7,53,-29,332.5
21998,46:56.5,53,88.5,326.4
21999,47:04.0,53,-1.7,331.7
22000,47:11.7,53,13.8,330.8
22001,47:19.5,53,16,330.4
22002,47:27.0,53,15.2,330
22003,47:34.5,53,38.4,329.4
22004,47:42.0,53,149.6,323
22005,47:49.6,52.5,22.8,329.5
22006,47:58.3,52.5,126.2,324.4
22007,48:04.2,52.5,126.2,324.4
22008,48:09.7,52.5,-152,338.5
22009,48:17.9,53,-24.4,332.6
22010,48:26.2,52.5,-23.5,332.2
22011,48:33.9,52.5,3.9,331.2
22012,48:41.7,52.5,2.1,331.1
22013,48:49.1,52.5,5.3,331
22014,48:56.6,52.5,2.8,331.1
22015,49:04.6,52.5,27.3,329.4
22016,49:12.2,52.5,2.9,331.1
22017,49:19.7,52.5,3.3,331.1
22018,49:27.8,52.5,1.4,331.1
22019,49:35.3,52.5,4.9,330.9
22020,49:42.8,52.5,5.3,331
22021,49:50.8,52.5,5.9,330.9
22022,50:00.6,52.5,2.8,331.1
22023,50:17.4,52.5,0,331.3
22024,50:18.2,52.5,0,331.3
22025,50:18.7,52.5,0,331.3
22026,52:49.3,52.5,0,331.8
22027,53:00.9,52.5,2.8,331.6
22028,53:02.0,52.5,2.8,331.6
22029,53:08.7,52.5,4,331.5
22030,53:16.7,52.5,3.9,331.4
22031,53:24.4,52.5,3.9,331.4
22032,53:32.5,52.5,4,331.4
22033,53:40.4,52.5,4,331.4
22034,53:47.7,52.5,3.9,331.4
22035,53:55.5,52.5,3.7,331.3
22036,54:03.5,52.5,3.6,331.3
22037,54:11.5,52.5,3.5,331.3
22038,54:19.5,52.5,3.4,331.3
22039,54:27.5,52.5,3.6,331.3
22040,54:35.3,52.5,3.6,331.3
22041,54:42.9,52.5,3.7,331.3
22042,54:50.3,52.5,3.8,331.3
22043,54:58.1,52.5,4.1,331.2
22044,55:05.6,52.5,8.4,331
22045,55:13.2,52.5,-19.4,332.2
22046,55:20.7,52.5,7,330.9
22047,55:28.3,52.5,-14.5,331.9
22048,55:35.7,52.5,4.9,331
22049,55:43.6,52.5,3.3,331.1
22050,55:51.7,52.5,3.3,331.1
22051,55:59.6,52.5,7.1,330.9
22052,56:07.8,52.5,-15.4,331.9
22053,56:15.3,52.5,32,329.6
22054,56:22.8,52.5,-15.6,332
22055,56:30.8,52.5,3.1,331.1
22056,56:38.3,52.5,2.9,331.1
22057,56:46.0,52.5,29.8,329.8
22058,56:53.8,52.5,-7.5,331.4
22059,57:01.5,52.5,3,331.1
22060,57:08.8,52.5,2.7,331.1
22061,57:16.8,52.5,2.7,331.1
22062,57:24.6,52.5,2.7,331.1
22063,57:31.8,52.5,2.6,331.1
22064,57:39.4,52,128.2,323.8
22065,57:48.3,52,-11,330.5
22066,57:56.1,52,-80.8,335.3
22067,58:03.4,52,-26.3,332.7
22068,58:10.9,52,2.4,331
22069,58:18.4,52,2.3,331
22070,58:26.1,52,64.7,327.8
22071,58:34.1,52,94.1,325.1
22072,58:41.4,52,-71.3,333.8
22073,58:48.9,52,2.2,331.1
22074,58:56.4,52,2.3,331
22075,59:03.9,52,6,330.7
22076,59:11.4,52,2.8,330.9
22077,59:19.0,52,3,330.9
22078,59:30.0,52,3,330.9
22079,59:38.0,52,155.4,322.1
22080,59:46.0,51.5,54.4,326.4
22081,59:53.5,52,-90.1,334.9
22082,00:01.2,52,89.1,325.5
22083,00:08.7,51.5,-49.4,332.3
22084,00:16.0,51.5,26.2,328.7
22085,00:23.5,51.5,-19.7,331
22086,00:31.0,51.5,7.5,329.8
22087,00:38.6,51.5,26.1,328.6
22088,00:51.0,51.5,26.1,328.6
22089,00:51.0,51.5,26.1,328.6
22090,00:51.0,51.5,38.3,328
22091,01:00.5,51.5,8.3,328.5
22092,01:08.1,51.5,13,329.2
22093,01:15.6,51.5,47.8,328.5
22094,01:23.1,51.5,79.9,325.3
22095,01:34.1,51,6,328.4
22096,01:43.0,51,-5.7,329.3
22097,01:50.7,51.5,-100.2,335.6
22098,01:58.4,51.5,28.1,329
22099,02:06.1,51.5,-10.9,330.9
22100,02:17.7,51,199.3,319
22101,02:19.6,51,199.3,319
22102,02:26.3,51,37.6,326.6
22103,02:37.2,51,-67.6,331.8
22104,02:44.6,51,13.3,329.2
22105,02:52.1,51,62.4,327
22106,02:59.8,51,11.5,329.5
22107,03:07.9,51,22.1,328.4
22108,03:15.7,51,-34.6,331.6
22109,03:23.2,51,18.6,328.8
22110,03:31.1,51,40.5,327.8
22111,03:41.2,51,23.6,328.8
22112,03:49.3,51,-6.1,330.7
22113,03:57.0,51,0,330.1
22114,04:04.9,51,-15.5,330.9
22115,04:12.9,51,40.7,327.9
22116,04:20.8,51,135.9,323.2
22117,04:43.0,50.5,-43.9,330.7
22118,04:50.8,50.5,36.2,328
22119,04:58.3,50.5,109.9,323.9
22120,05:05.8,50.5,-55.3,332.8
22121,05:13.5,50.5,-5.7,330.5
22122,05:20.9,50.5,2.4,329.9
22123,05:28.4,50.5,2.3,329.9
22124,05:35.9,50.5,2.4,330
22125,05:43.7,50.5,2.2,330
22126,05:52.4,50.5,2.3,330
22127,06:00.0,50.5,4.6,329.9
22128,06:07.9,50.5,135.7,323
22129,06:15.4,50.5,3.3,328.5
22130,06:22.9,50.5,-43.6,331.1
22131,06:30.4,50.5,-2,330.3
22132,06:37.9,50.5,2.2,329.9
22133,06:45.4,50.5,2.1,329.9
22134,06:53.1,50.5,2.2,329.9
22135,07:00.9,50.5,4.4,329.8
22136,07:09.0,50.5,2.7,329.9
22137,07:16.4,50.5,127.4,322.8
22138,07:23.9,50,28.8,327.1
22139,07:31.4,50,-88.7,334
22140,07:38.9,50.5,-5.6,330.3
22141,07:46.5,50.5,2.1,329.8
22142,07:54.0,50.5,2.8,329.7
22143,08:01.5,50.5,2.7,329.7
22144,08:09.2,50,2.4,329.8
22145,08:17.0,50,2.4,329.8
22146,08:24.5,50,2.3,329.8
22147,08:32.2,50,2.6,329.8
22148,08:40.2,50,2.9,329.8
22149,08:48.2,50,3,329.8
22150,08:56.1,50,39.1,327.8
22151,09:03.8,50,110.2,323.6
22152,09:12.4,50,47.5,326.6
22153,09:20.1,50,-65.3,332.4
22154,09:27.6,50,-73.2,332.6
22155,09:35.5,50,2.7,329.7
22156,09:43.1,50,3.2,329.6
22157,09:50.6,50,101.2,324.1
22158,09:58.1,50,47.8,326.5
22159,10:05.6,50,36.6,327.2
22160,10:13.1,50,13.5,328.5
22161,10:20.6,50,-42.9,331.5
22162,10:28.5,50,-17.1,330.5
22163,10:36.2,50,33.5,327.8
22164,10:43.7,50,2.3,329.7
22165,10:51.3,50,2.5,329.6
22166,10:59.3,50,4.6,329.5
22167,11:06.9,50,125.6,322.7
22168,11:14.5,49.5,52.1,325.9
22169,11:22.0,49.5,-18.6,329.7
22170,11:29.2,49.5,23.9,327.5
22171,11:36.7,49.5,25.6,327.6
22172,11:44.3,49.5,16.2,328
22173,11:52.1,49.5,22,327
22174,12:07.7,49.5,22,327
22175,12:07.7,49.5,22,327
22176,12:07.7,49.5,-24.9,330.7
22177,12:08.9,49.5,-24.9,330.7
22178,12:17.4,49.5,2.2,329.3
22179,12:25.4,49.5,2.2,329.3
22180,12:33.5,49.5,2.2,329.3
22181,12:40.8,49.5,2.3,329.4
22182,12:48.3,49.5,2.3,329.4
22183,12:55.8,49.5,2.3,329.4
22184,13:03.4,49.5,149.1,322
22185,13:10.9,49.5,12.7,327.7
22186,13:18.3,49.5,-43.7,330.7
22187,13:25.8,49.5,-0.8,329.6
22188,13:33.3,49.5,2.3,329.3
22189,13:40.8,49.5,2.2,329.3
22190,13:48.3,49.5,2.2,329.3
22191,13:55.8,49.5,2.3,329.3
22192,14:03.3,49.5,2.2,329.3
22193,14:10.9,49.5,24,328.3
22194,14:18.4,49.5,20.7,327.7
22195,14:25.9,49.5,84.1,324.6
22196,14:33.3,49,118.8,322.3
22197,14:41.5,49,23.1,327.1
22198,14:49.1,49,39.2,325.9
22199,14:57.1,49,-82.8,333.2
22200,15:04.9,49,-1.3,329.5
22201,15:12.4,49,2.4,329.2
22202,15:19.9,49,9.2,328.8
22203,15:27.4,49,52.8,326.3
22204,15:34.9,49,-27.3,330
22205,15:42.5,49,-69.5,332.5
22206,15:50.5,49,-22.2,330.4
22207,15:58.0,49,19.6,328.4
22208,16:05.5,49,11.3,328.5
22209,16:13.5,49,56.4,326.3
22210,16:21.2,49,-29.4,330.7
22211,16:28.5,49,0.7,329.3
22212,16:36.0,49,-27.7,330.7
22213,16:43.5,49,69.2,325.4
22214,16:51.0,49,-35.2,330.9
22215,17:00.3,49,-27.7,331.2
22216,17:07.5,49,24.5,328.4
22217,17:15.0,49,103.8,323.9
22218,17:22.5,49,-9.7,328.7
22219,17:30.1,49,12.5,327.9
22220,17:37.6,49,-96.4,333.9
22221,17:45.0,49,77.3,325.2
22222,17:53.3,49,75.9,324.3
22223,18:00.6,49,-44.4,330.7
22224,18:08.9,48.5,56.6,325.4
22225,18:16.9,48.5,35.6,326.8
22226,18:24.6,48.5,-93.2,333.6
22227,18:32.2,49,2.3,329.3
22228,18:39.7,49,2.5,329.2
22229,18:47.4,49,2.5,329.1
22230,18:54.7,49,60.1,326.2
22231,19:10.4,49,60.1,326.2
22232,19:10.4,49,60.1,326.2
22233,19:10.4,49,60.1,326.2
22234,19:22.2,48.5,60.1,324.8
22235,19:45.4,48.5,32.5,326.5
22236,19:52.9,48,-15.8,329
22237,20:00.5,48,93.4,323.2
22238,20:07.9,48,-54.5,330.8
22239,20:15.4,48,37.7,326.1
22240,20:22.9,48,52.2,325.4
22241,20:30.5,48,49.9,325.5
22242,20:38.0,48,32.3,326.5
22243,20:45.5,48,129.3,321.6
22244,20:53.2,47.5,29.1,325.6
22245,21:00.5,47.5,50.9,324.5
22246,21:08.0,47.5,11.2,327.4
22247,21:16.1,47.5,112.6,321.9
22248,21:24.7,47.5,-22.5,328.2
22249,21:32.8,47.5,27.2,326.2
22250,21:40.5,47.5,123.2,320.3
22251,21:48.1,47.5,-37.2,329.3
22252,21:55.6,47.5,-3,327.5
22253,22:03.3,47.5,8.5,326.6
22254,22:20.5,47,228.2,314.7
22255,22:21.1,47,228.2,314.7
22256,22:21.4,47,228.2,314.7
22257,22:22.0,47,-65,329.9
22258,22:31.1,47,65.4,323.4
22259,22:38.6,47,-68,330.3
22260,22:46.3,47,92.3,323
22261,22:54.3,47,-44.7,329.8
22262,23:02.1,47,-40.7,329.8
22263,23:10.1,47,-28.7,330
22264,23:17.8,47,40.4,326.7
22265,23:25.1,47,-86.7,332.6
22266,23:33.3,47,78.4,324.5
22267,23:41.2,47,25.1,326.4
22268,23:49.2,47,11.2,327.5
22269,23:56.7,47,66.5,324.9
22270,24:04.4,47,10,327.6
22271,24:12.2,47,85.1,323.8
22272,24:20.4,47,1,327.5
22273,24:28.2,47,120.6,320.7
22274,24:36.4,46.5,73.8,322.5
22275,24:43.7,46.5,36.4,324.2
22276,24:51.3,46.5,92.9,321.3
22277,24:59.3,46.5,-10.8,326.7
22278,25:06.7,46.5,105.8,321.1
22279,25:14.3,46.5,79.7,322.3
22280,25:21.8,46,118.7,319.9
22281,25:29.3,46,-10.1,326.7
22282,25:37.3,46,0.2,326.5
22283,25:44.8,46,-19.1,328.1
22284,25:52.2,46,109.3,321.2
22285,25:59.8,46,38.4,323.7
22286,26:07.4,46,48.1,323.8
22287,26:14.8,46,-18.2,326.7
22288,26:22.3,46,6.4,326
22289,26:29.8,46,15.1,325.6
22290,26:37.3,46,82.8,322.4
22291,26:44.9,46,5.7,326.3
22292,26:52.3,46,120.7,320.6
22293,26:59.8,45.5,26.9,324.8
22294,27:07.3,46,25.1,325.8
22295,27:14.9,45.5,-29.7,327.6
22296,27:22.4,45.5,27.4,325.3
22297,27:29.9,45.5,-32.3,328.1
22298,27:37.5,45.5,-47.3,329
22299,27:44.9,45.5,52.6,324
22300,27:52.4,45.5,19.6,325.8
22301,27:59.9,45.5,7.4,325.9
22302,28:07.4,45.5,7.8,326.1
22303,28:15.0,45.5,-41.2,328.6
22304,28:22.5,45.5,-19.4,327.9
22305,28:30.4,45.5,-57.3,329.6
22306,28:38.0,45.5,10.4,327.1
22307,28:45.7,45.5,19.7,326.3
22308,28:52.9,45.5,42.3,325.1
22309,29:00.8,45.5,-27.2,328.3
22310,29:08.5,45.5,126.1,320.7
22311,29:16.0,45.5,-2.4,326.4
22312,29:23.5,45.5,37.4,325.2
22313,29:31.0,45,-5.2,326.6
22314,29:38.5,45,44.2,324
22315,29:46.1,45,-3.7,325.9
22316,29:53.5,45,71.2,322.2
22317,30:01.3,45,24.6,324.4
22318,30:09.0,45,63.4,322.4
22319,30:16.6,44.5,29.3,323.9
22320,30:24.1,44.5,-10.2,326.3
22321,30:31.6,44.5,49.3,323
22322,30:39.1,44.5,29.2,324.1
22323,30:46.6,44.5,63.4,322.2
22324,30:54.1,44.5,-13.9,326.3
22325,31:01.6,44.5,61.1,322.5
22326,31:09.1,44.5,61,322.5
22327,31:16.6,44.5,54.1,322.4
22328,31:24.1,44.5,-13.4,325.8
22329,31:31.7,44,54.4,322.4
22330,31:39.3,44,61.6,322.3
22331,31:49.2,44,22.7,324
22332,31:57.3,44,-7.8,326.3
22333,32:05.8,44,10.9,325.1
22334,32:13.3,44,78.1,321.7
22335,32:21.3,44,29.6,324
22336,32:29.3,44,39.8,323.2
22337,32:37.3,44,67,320.9
22338,32:45.3,44,-67,328
22339,33:02.6,44,7,324.8
22340,33:03.2,44,7,324.8
22341,33:03.6,44,7,324.8
22342,33:05.1,44,28.3,324
22343,33:13.3,44,-36.9,327.8
22344,33:20.8,43.5,-47.4,327.8
22345,33:28.3,43.5,72.2,321.5
22346,33:35.8,43.5,4.4,323.7
22347,33:43.3,43.5,-18.2,326.1
22348,33:50.8,43.5,51.8,322.7
22349,33:58.7,43.5,-57,328.2
22350,34:06.3,43.5,-27.1,327.6
22351,34:13.8,43.5,4.3,325.7
22352,34:21.5,43.5,72.7,322.4
22353,34:55.8,43.5,-8.5,326.5
22354,35:03.4,43.5,14.5,325
22355,35:10.9,43.5,-47.4,328.1
22356,35:18.4,43.5,83.7,321.6
22357,35:26.1,43.5,-1,325.9
22358,35:33.9,43.5,136.4,319
22359,35:41.6,43,43.5,322.8
22360,35:55.6,43,-17.6,326.4
22361,35:55.6,43,-17.6,326.4
22362,36:03.9,43,35.8,324.3
22363,36:11.7,43,31.4,324.1
22364,36:19.4,43,13.2,325.3
22365,36:27.0,43,-86.8,330.1
22366,36:34.5,43,4.7,325.7
22367,36:42.0,43,2.6,326
22368,36:49.7,43,2.9,326
22369,36:57.7,43,2.6,326
22370,37:05.5,43,2.7,326.1
22371,37:13.2,43,2.9,326.1
22372,37:20.5,43,2.9,326.1
22373,37:28.0,43,16.7,325.5
22374,37:35.5,43,2.9,325.8
22375,37:43.0,43,20.9,325.1
22376,37:50.5,43,-18,327.2
22377,37:58.2,43,3,326.1
22378,38:06.1,43,37,323.9
22379,38:13.7,43,62.2,322.9
22380,38:21.3,43,-17.2,326.9
22381,38:29.6,43,-35.6,327.7
22382,38:38.1,43,-16.4,327.5
22383,38:52.8,43,-16.4,327.5
22384,38:52.8,43,-16.4,327.5
22385,38:56.8,43,-133.5,332.6
22386,39:04.3,43,2.7,326
22387,39:11.8,43,2.2,326
22388,39:19.4,43,2,326.1
22389,39:27.4,43,3.3,326.1
22390,39:35.9,43,4,325.8
22391,39:44.5,42.5,155.5,317.7
22392,39:52.3,42.5,-38.7,327.2
22393,39:59.8,42.5,-48.1,328.8
22394,40:07.3,42.5,3.3,326.1
22395,40:14.8,42.5,4,326.1
22396,40:22.3,42.5,98.9,321.5
22397,40:29.8,42.5,-5.9,325.5
22398,40:37.4,42.5,-54.3,328.4
22399,40:44.9,42.5,-81.2,330.2
