,time,soc,curr,volt
20988,52:39.2,80,3,356.6
20989,52:47.2,80,2.6,356.6
20990,52:55.0,80,2.1,356.7
20991,53:02.5,80,3.6,356.6
20992,53:10.5,80,2.6,356.6
20993,53:18.2,80,2.7,356.6
20994,53:26.0,80,2.1,356.7
20995,53:33.5,80,2.1,356.7
20996,53:41.1,80,1.8,356.7
20997,53:48.5,80,2.6,356.7
20998,53:56.6,80,17.9,355.9
20999,54:04.5,80,7.6,356.4
21000,54:12.8,80,33,355.1
21001,54:20.8,80,3.1,356.6
21002,54:28.6,80,-3.5,357
21003,54:36.6,80,2.1,356.7
21004,54:44.4,80,4.2,356.6
21005,54:52.2,80,11.1,355.9
21006,55:00.2,80,41,354.5
21007,55:08.1,80,49.8,354.1
21008,55:15.6,79.5,93.5,351.1
21009,55:23.1,79.5,-46.6,357.6
21010,55:30.8,79.5,57,353.6
21011,55:38.8,79.5,11.4,355
21012,55:46.6,79.5,74.7,352.2
21013,55:55.1,79.5,-9.8,357.4
21014,56:04.0,79.5,1.8,356.5
21015,56:11.9,79.5,2,356.4
21016,56:19.7,79.5,2,356.4
21017,56:27.8,79.5,2,356.4
21018,56:35.9,79.5,1.8,356.4
21019,56:44.0,79.5,1.9,356.5
21020,56:52.1,79.5,2.1,356.5
21021,57:00.0,79.5,2,356.5
21022,57:07.7,79.5,5.8,356.2
21023,57:15.2,79.5,54.3,353.5
21024,57:22.7,79.5,26.2,355.2
21025,57:30.4,79.5,-7.9,356.3
21026,57:38.2,79.5,-15.9,357.1
21027,57:45.9,79.5,2.7,356.3
21028,57:53.4,79.5,25.7,355.1
21029,58:01.4,79.5,13.2,355.8
21030,58:09.3,79.5,3,356.2
21031,58:16.7,79.5,32.9,354.7
21032,58:24.2,79.5,-3.3,356.3
21033,58:31.8,79.5,21.3,355.2
21034,58:39.6,79.5,59.7,352.9
21035,58:47.6,79.5,79.2,351.5
21036,58:55.3,79.5,1.7,354.2
21037,59:02.8,79,97.9,349.5
21038,59:10.3,79,149.1,346.3
21039,59:18.0,79,86,349.4
21040,59:25.4,79,39.2,351.7
21041,59:34.0,79,52.3,352.2
21042,59:41.8,79,51.8,353.6
21043,59:49.4,79,32.9,354.6
21044,59:57.0,79,-3.3,356.2
21045,00:04.4,79,4.9,355.8
21046,00:12.4,79,3.3,355.8
21047,00:19.9,79,1.9,355.8
21048,00:27.4,79,1.9,355.8
21049,00:35.0,79,2.1,355.9
21050,00:43.1,79,2,355.9
21051,00:55.5,79,2.1,355.9
21052,01:03.5,79,1.8,355.9
21053,01:11.5,79,2.1,355.9
21054,01:19.5,79,2.1,355.9
21055,01:27.5,79,1.9,355.9
21056,01:35.7,79,22,355
21057,01:44.9,79,-19.2,356.4
21058,01:52.5,79,40.4,353.5
21059,02:01.4,79,-22.3,357.1
21060,02:11.8,79,10,355.3
21061,02:22.0,79,-23.6,355.9
21062,02:29.7,79,-20.4,356.9
21063,02:39.6,79,-56.6,358.5
21064,02:47.6,79,94.8,350.7
21065,02:55.1,79,2.2,354.4
21066,03:02.8,79,-27.7,356.9
21067,03:10.2,79,1.6,355.9
21068,03:17.9,79,3.3,355.6
21069,03:25.7,79,2,355.7
21070,03:33.4,79,2,355.6
21071,03:41.2,79,1.9,355.6
21072,03:48.6,79,2,355.7
21073,03:56.1,79,2.1,355.7
21074,04:04.1,79,2,355.7
21075,04:12.5,79,2.1,355.7
21076,04:20.3,79,2.1,355.7
21077,04:27.7,79,1.9,355.7
21078,04:35.2,79,2,355.7
21079,04:43.2,79,1.9,355.7
21080,04:51.4,79,30.2,353.9
21081,04:59.3,79,45.6,353.2
21082,05:07.2,79,32.5,353.9
21083,05:22.1,78.5,100.4,349.9
21084,05:22.1,78.5,100.4,349.9
21085,05:34.1,78.5,100.4,349.9
21086,05:34.3,78.5,100.4,349.9
21087,05:38.7,78.5,66.5,350.8
21088,05:46.9,78.5,-39.3,356.7
21089,05:57.2,78.5,-8.5,356.3
21090,06:00.9,78.5,-8.5,356.3
21091,06:08.0,78.5,1.9,355.5
21092,06:16.8,78.5,2,355.4
21093,06:24.9,78.5,1.8,355.4
21094,06:33.9,78.5,22.2,354.5
21095,06:46.3,78.5,22.2,354.5
21096,06:46.3,78.5,22.2,354.5
21097,06:56.3,78.5,22.2,354.5
21098,08:19.3,78.5,68.8,350.8
21099,08:26.8,78.5,-56.6,358.1
21100,08:34.4,78.5,-2.5,355.7
21101,08:42.0,78.5,2.6,355.2
21102,08:50.0,78.5,3.9,355
21103,08:58.0,78.5,2.4,355.1
21104,09:06.0,78.5,2,354.9
21105,09:13.8,78.5,2.6,355.1
21106,09:21.7,78.5,2.6,355.1
21107,09:29.7,78.5,4.6,355
21108,09:37.5,78.5,47.8,352.8
21109,09:45.0,78.5,-26,356.4
21110,09:52.5,78.5,2.1,355.1
21111,10:00.0,78.5,2.7,355.1
21112,10:07.6,78.5,2.1,355.1
21113,10:15.0,78.5,2.7,355.1
21114,10:22.6,78,2.3,355.1
21115,10:30.1,78,1.8,355.1
21116,10:38.1,78,2.5,355
21117,10:45.7,78,2,355.1
21118,10:53.2,78,2.5,355.1
21119,11:01.0,78,2,355.1
21120,11:08.8,78,1.9,355.1
21121,11:17.3,78,27.3,353.7
21122,11:34.7,78,27.3,353.7
21123,11:34.7,78,27.3,353.7
21124,11:38.5,78,22.2,354.2
21125,11:46.1,78,4.1,354.5
21126,11:53.6,78,-3.1,355.1
21127,12:01.0,78,-13.1,355.1
21128,12:08.6,78,-21.5,355.7
21129,12:16.1,78,2.5,354.7
21130,12:23.6,78,-24.2,355.7
21131,12:31.1,78,-33.5,356.7
21132,12:38.6,78,8,354.5
21133,12:52.2,78,1,354.7
21134,13:05.7,78,1.4,354.8
21135,13:19.5,78,5.9,354.3
21136,13:33.8,78,4.6,354.6
21137,13:47.5,78,-1.9,354.9
21138,14:01.3,78,-7,355.2
21139,14:15.1,78,-3.5,354.9
21140,14:29.0,78,3.1,354.4
21141,14:43.1,78,12.5,354
21142,14:57.2,78,2.9,354.6
21143,15:11.1,78,-1.4,354.8
21144,15:25.1,78,2.4,354.7
21145,15:39.0,78,2.6,354.4
21146,15:53.0,78,2.4,354.7
21147,16:07.0,78,5.2,354.5
21148,16:21.1,78,4,354.5
21149,16:35.1,78,3.5,354.5
21150,16:49.1,78,3.5,354.5
21151,17:03.2,78,3,354.6
21152,17:17.2,78,0.9,354.6
21153,17:32.0,78,6.7,354.2
21154,17:45.5,78,2,354.5
21155,17:59.4,78,5.1,354.4
21156,18:15.7,77.5,6.2,354.4
21157,18:23.4,77.5,4.4,354
21158,18:30.9,77.5,76.3,350.6
21159,18:38.5,77.5,55.9,350.5
21160,18:46.2,77.5,-78.5,357.7
21161,18:53.7,77.5,10,354.1
21162,19:02.0,77.5,69.7,350.3
21163,19:09.4,77.5,-38.1,356.4
21164,19:17.0,77.5,4,354.2
21165,19:24.5,77.5,3.3,354.3
21166,19:32.0,77.5,1.9,354.3
21167,19:39.5,77.5,2.6,354.3
21168,19:47.1,77.5,40.2,352.3
21169,19:54.6,77.5,-42.5,356
21170,20:02.7,77.5,3.3,354.3
21171,20:10.6,77.5,2.7,354.3
21172,20:18.6,77.5,2.7,354.3
21173,20:48.5,77.5,2.1,354.3
21174,20:56.1,77.5,2.9,354.2
21175,21:04.2,77.5,2.5,354.3
21176,21:12.1,77.5,2.3,354.3
21177,21:19.7,77.5,2.7,354.3
21178,21:27.2,77.5,2.2,354.3
21179,21:35.4,77.5,5.6,354.1
21180,21:43.6,77.5,59.1,350.9
21181,21:51.9,77.5,-16.3,355
21182,21:59.3,77.5,91,349.5
21183,22:06.9,77,39.7,351
21184,22:14.6,77,13.3,351.5
21185,22:22.4,77,-23.8,353.8
21186,22:29.7,77,-45.3,356
21187,22:37.2,77,-16.9,355
21188,22:44.9,77,-18.3,354.7
21189,22:52.3,77.5,-9.4,354.6
21190,23:00.8,77.5,2.1,354
21191,23:08.9,77,3.1,353.9
21192,23:19.5,77,13.9,353.5
21193,23:28.2,77,3.4,353.4
21194,23:35.7,77,-6.8,354.3
21195,23:43.3,77,2.5,353.8
21196,23:50.8,77,2.1,353.8
21197,23:58.3,77,2.7,353.8
21198,24:05.7,77,2.7,353.5
21199,24:13.3,77,2.7,353.9
21200,24:20.8,77,2.8,353.9
21201,24:28.3,77,2.2,353.9
21202,24:35.8,77,2,353.9
21203,24:43.3,77,2.6,353.9
21204,24:51.0,77,2.7,353.9
21205,24:58.5,77,2.8,353.9
21206,25:06.5,77,2.8,353.9
21207,25:14.5,77,2.8,354
21208,25:22.4,77,2.6,354
21209,25:30.1,77,43.8,351.8
21210,25:38.2,77,-14.4,354.1
21211,25:55.8,77,73,349.2
21212,25:56.4,77,73,349.2
21213,25:56.4,77,73,349.2
21214,26:22.4,77,31.8,351.1
21215,26:36.5,77,13.3,353.2
21216,26:36.6,77,13.3,353.2
21217,26:45.4,77,2,353.7
21218,26:54.5,77,2,353.7
21219,26:54.5,77,2,353.7
21220,26:59.5,77,2,353.7
21221,27:41.9,77,2.5,353.7
21222,28:28.4,77,25.2,352.3
21223,28:28.4,77,25.2,352.3
21224,28:28.8,77,25.2,352.3
21225,28:29.3,77,25.2,352.3
21226,29:21.7,77,-13.4,354
21227,29:30.2,76.5,2.3,353.5
21228,29:37.8,76.5,2.5,353.3
21229,29:45.5,76.5,2.6,353.2
21230,29:53.5,76.5,2,353
21231,30:01.4,76.5,2.4,353.2
21232,30:09.4,76.5,25.7,351.4
21233,30:17.4,76.5,56.1,349.5
21234,30:25.2,76,69.6,347.8
21235,30:32.7,76,-60.6,354.2
21236,30:40.2,76,98.1,346.6
21237,30:48.2,76,-58.5,354.6
21238,30:56.2,76.5,-103.3,358.8
21239,31:03.8,76.5,2.6,353.7
21240,31:11.8,76.5,1.8,353.5
21241,31:19.5,76.5,2.9,353.4
21242,31:27.4,76.5,3.8,352.8
21243,31:37.3,76.5,25.3,352.1
21244,31:45.1,76.5,25.3,352.1
21245,31:45.1,76.5,25.3,352.1
21246,31:56.6,76.5,21.8,352.1
21247,32:05.6,76,-15,353.9
21248,32:16.5,76,28.3,351.7
21249,32:23.8,76,57.5,349.7
21250,32:31.5,76,-7.7,353.7
21251,32:39.5,76,11.8,352.7
21252,32:47.4,76,48.5,350.7
21253,32:54.9,76,-46.3,355.3
21254,33:02.4,76,2.5,352.7
21255,33:10.1,76,2.6,353
21256,33:17.7,76,-0.3,353
21257,33:26.0,76,24.3,351.7
21258,33:34.4,76,83.9,348.5
21259,33:42.1,76,91.4,347.4
21260,33:50.4,76,1.5,351.7
21261,33:57.9,76,20.3,351.3
21262,34:05.4,76,-55.5,355
21263,34:13.0,76,-82.8,356.8
21264,34:20.5,76,2.4,352.9
21265,34:28.2,76,1.8,352.9
21266,34:35.7,76,2.4,352.8
21267,34:43.7,76,2.6,352.8
21268,34:51.7,76,2.6,352.8
21269,35:00.3,76,-7.8,352.9
21270,35:09.0,76,4.5,352.3
21271,35:16.7,76,34.5,350.8
21272,35:45.0,76,0.7,352.7
21273,35:58.7,76,-7.6,353.1
21274,36:12.7,76,43.7,350.5
21275,36:26.9,76,-18.6,353.6
21276,36:40.8,76,4.9,352.3
21277,36:54.8,76,3.1,352.5
21278,37:08.8,76,4.4,352.2
21279,37:22.8,76,3.4,352.5
21280,37:36.8,76,3,352.6
21281,20:18.0,0,0,353.2
21282,20:31.7,75.5,2.5,353
21283,20:45.6,75.5,3.7,352.9
21284,20:59.9,75.5,3.3,352.9
21285,21:13.6,75.5,3.1,352.9
21286,21:27.4,75.5,5.3,352.7
21287,21:41.4,75.5,-6.2,353.1
21288,21:55.3,75.5,-8,353.2
21289,22:09.4,75.5,28,351.4
21290,22:23.4,75.5,-8,353.2
21291,22:37.2,75.5,22.3,351.7
21292,22:50.9,75.5,2.7,351.5
21293,23:04.9,75.5,2.2,352.5
21294,23:18.9,75.5,2.9,352.4
21295,23:33.0,75.5,2.3,352.4
21296,23:47.1,75.5,2.3,352.5
21297,24:01.0,75.5,-2.8,352.7
21298,24:15.0,75.5,2.3,352.4
21299,24:22.9,75.5,2.3,352.4
21300,24:31.0,75.5,2.5,352.4
21301,24:38.8,75.5,2.5,352.4
21302,24:46.5,75.5,2.5,352.4
21303,24:53.7,75.5,2.4,352.4
21304,25:01.2,75.5,2.3,352.4
21305,25:08.8,75.5,2.3,352.4
21306,25:16.3,75.5,2.2,352.5
21307,25:23.8,75.5,2.3,352.5
21308,25:31.3,75.5,2.5,352.5
21309,25:39.0,75.5,2.4,352.4
21310,25:46.3,75.5,2.3,352.4
21311,26:00.2,75.5,2.3,352.5
21312,26:08.6,75.5,53.4,349.7
21313,26:18.9,75,150.6,343.5
21314,26:26.4,75,35.7,349.2
21315,26:33.9,75,-28.6,352.8
21316,26:42.3,75,-45.4,354.2
21317,26:50.0,75,-26.8,352.1
21318,27:00.4,75,-90.4,356.2
21319,27:07.9,75,2.4,352.3
21320,27:15.4,75,2.3,352.2
21321,27:22.9,75,2.2,352.1
21322,27:30.5,75,18.7,351.2
21323,27:38.1,75,85.7,347.3
21324,28:01.1,75,53.8,348.1
21325,28:01.1,75,53.8,348.1
21326,28:01.1,75,53.8,348.1
21327,28:01.1,75,53.8,348.1
21328,28:09.3,75,27.8,349.6
21329,28:16.9,75,39.2,348.5
21330,28:24.8,75,39.5,348.6
21331,31:29.9,74.5,-52.3,352.2
21332,31:29.9,74.5,-52.3,352.2
21333,31:29.9,74.5,-52.3,352.2
21334,31:29.9,74.5,-52.3,352.2
21335,31:38.1,73.5,-58.1,350.7
21336,31:46.0,73.5,47.5,347.1
21337,31:53.3,73.5,3.5,348.6
21338,32:01.3,73.5,22.8,347.8
21339,32:13.0,73.5,-121.5,355.5
21340,32:14.2,73.5,-121.5,355.5
21341,32:21.3,73.5,59.7,345.9
21342,32:48.1,73.5,-43.2,351.4
21343,32:51.5,73.5,-43.2,351.4
21344,32:51.5,73.5,-43.2,351.4
21345,32:51.5,73.5,-43.2,351.4
21346,32:58.9,73.5,197.3,338.2
21347,33:06.4,73,81.1,342.2
21348,33:13.9,73,-47.6,349.7
21349,33:21.4,73,24.6,346.5
21350,33:29.2,73,-59.7,351.3
21351,33:36.5,73,-56.3,351
21352,33:44.1,73,6.3,350.4
21353,33:52.5,73,-103.8,354.2
21354,34:00.0,73,5.4,349.7
21355,34:07.5,73,97.7,344.1
21356,34:15.1,73,37.9,346.9
21357,34:22.8,73,-32.8,350.8
21358,34:30.8,73,-1.1,350.3
21359,34:39.1,73,2.7,349.6
21360,34:46.6,73,2.7,349.8
21361,34:54.6,73,2.8,349.8
21362,35:02.2,73,2.6,349.9
21363,35:10.9,73,2,349.9
21364,35:20.2,73,71,346.2
21365,35:29.6,73,28.5,347.3
21366,35:37.1,73,-78.2,353.3
21367,35:45.7,73,40.6,348
21368,35:53.8,73,38.4,347.1
21369,36:01.1,73,-36.3,350.8
21370,36:08.6,73,2.1,349.5
21371,36:16.2,73,47.9,346.6
21372,36:23.8,73,3.7,349.3
21373,36:31.1,73,49.6,346.9
21374,36:38.6,73,-24.2,350.8
21375,36:46.2,73,-4.9,350
21376,36:53.8,73,33.5,348
21377,37:01.9,73,22.1,348.6
21378,37:09.8,73,25.2,348.1
21379,37:23.8,72.5,-6.8,349.8
21380,37:37.7,72.5,-9.2,350
21381,37:51.4,72.5,16.3,348.8
21382,38:05.3,72.5,-3.6,349.8
21383,38:18.9,72.5,3.2,349.4
21384,38:33.1,72.5,4.9,349.4
21385,38:47.2,72.5,4.3,349.5
21386,39:01.1,72.5,4.7,349.4
21387,39:14.9,72.5,4.3,349.5
21388,39:29.0,72.5,1.2,349.7
21389,30:39.3,72.5,1.8,350.2
21390,30:53.2,72.5,3.3,350.1
21391,31:07.4,72.5,3.9,350
21392,31:21.4,72.5,3.7,349.9
21393,31:35.2,72.5,3.6,349.9
21394,31:49.2,72.5,3.6,349.8
21395,32:03.3,72.5,3.3,349.8
21396,34:38.6,72.5,8,349.3
21397,34:52.4,72,-36,351.1
21398,35:06.4,72.5,47.2,347.3
21399,35:20.2,72,2,348.7
21400,35:34.2,72,36.8,347.4
21401,35:47.7,72,5.5,348
21402,36:01.3,72,77.1,342.9
21403,36:15.2,71.5,76,341.2
21404,36:29.0,71.5,18.5,346.4
21405,36:42.7,71.5,-90.3,352.2
21406,36:56.2,71.5,99.1,342.1
21407,37:14.3,71.5,51.1,344.5
21408,37:15.0,71.5,51.1,344.5
21409,37:27.9,71.5,-11.1,346.4
21410,37:42.0,71.5,-54.7,350.1
21411,37:56.1,71.5,182.4,337.8
21412,38:10.0,71,68.3,342
21413,38:31.4,71,163.7,336.8
21414,38:31.4,71,163.7,336.8
21415,38:35.0,70.5,54.5,342
21416,41:21.7,71,-2.4,348.4
21417,41:35.2,70,98.8,339.6
21418,41:49.1,70,84.2,339.4
21419,42:03.1,69.5,28,341.8
21420,43:26.6,69.5,-63.8,348.1
21421,43:40.6,70,2.4,346.3
21422,43:54.5,70,93,341.1
21423,44:13.4,69.5,-1.6,345.3
21424,44:13.7,69.5,-1.6,345.3
21425,44:26.9,69.5,-4.8,345
21426,44:40.8,69.5,-74.6,348.3
21427,44:56.2,69.5,-27.2,347.9
21428,45:11.5,69.5,52.8,343
21429,45:26.6,69.5,2.6,345.7
21430,45:40.2,69,48.2,340.9
21431,45:53.6,69,7.6,343
21432,46:08.1,69,39.4,341.4
21433,46:21.7,69,56.5,341.4
21434,46:38.6,68.5,25.2,341.4
21435,48:04.0,68.5,58.4,340.7
21436,48:04.0,68.5,58.4,340.7
21437,48:04.0,68.5,58.4,340.7
21438,48:04.7,68.5,58.4,340.7
21439,48:37.8,68.5,175.7,335.5
21440,48:53.4,68.5,20,344.2
21441,49:07.5,68.5,1.9,344.7
21442,49:21.6,68.5,2.6,344.8
21443,49:35.4,68.5,66.6,341.6
21444,50:05.6,68,37.7,341.9
21445,50:14.0,68,37.7,341.9
21446,50:14.0,68,37.7,341.9
21447,50:14.0,68,37.7,341.9
21448,50:28.3,68,-2.3,344.5
21449,50:41.9,68,2.4,344.4
21450,51:01.7,68,2.7,344.4
21451,51:02.2,68,2.7,344.4
21452,51:27.0,68,2.6,344.6
21453,53:45.6,68,2.8,344.6
21454,53:59.1,68,2.3,344.6
21455,54:12.9,68,2.7,344.9
21456,54:27.0,68,2.5,344.9
21457,54:41.0,68,2.7,344.9
21458,54:55.0,68,2.2,344.9
21459,55:08.7,68,3.1,344.9
21460,55:22.6,68,2.7,344.9
21461,55:36.5,68,2.8,344.9
21462,55:50.2,68,2.7,344.9
21463,56:04.1,68,2,344.9
21464,56:17.9,68,2.9,344.9
21465,56:31.7,68,2.6,344.9
21466,56:45.4,68,2.5,344.6
21467,56:59.2,68,2.9,344.9
21468,57:14.0,68,16.5,344.1
21469,57:28.5,68,3.3,344.8
21470,57:42.1,68,2.4,344.8
21471,57:56.2,68,2.4,344.8
21472,58:34.7,68,3.1,344.8
21473,58:42.6,68,5.3,344.5
21474,58:50.6,68,2.8,344.7
21475,58:58.3,68,2.3,344.7
21476,59:06.3,68,2.8,344.7
21477,59:14.3,68,66.6,341
21478,59:34.1,67.5,99.8,338.8
21479,59:41.3,67.5,99.8,338.8
21480,59:53.6,67.5,2.6,344.8
21481,00:38.0,67.5,5.1,344.4
21482,00:39.1,67.5,5.1,344.4
21483,00:39.1,67.5,5.1,344.4
21484,00:39.1,67.5,5.1,344.4
21485,01:19.6,67.5,46.1,341.6
21486,01:50.7,67.5,54.4,340
21487,01:51.4,67.5,54.4,340
21488,01:51.4,67.5,54.4,340
21489,01:51.4,67.5,54.4,340
21490,02:05.7,67,31.2,341
21491,02:13.4,67,26.7,342.1
21492,02:20.9,67,-35.4,345.5
21493,02:28.9,67,-5.2,344.8
21494,02:36.8,67,2.9,344.1
21495,02:44.7,67,2.4,344
21496,02:52.5,67,3,343.7
21497,03:00.6,67,2.4,344
21498,03:08.3,67,2.5,344
21499,03:26.4,67,19.3,343.2
21500,03:26.6,67,19.3,343.2
21501,03:26.6,67,19.3,343.2
21502,03:27.8,67,-51.4,346.5
21503,03:37.0,67,117.5,337.7
21504,03:44.8,67,45.4,340.2
21505,03:52.2,67,45,340
21506,04:00.0,66.5,-66.3,345.5
21507,04:07.3,67,56.2,340.3
21508,04:14.8,67,4.6,342.8
21509,04:22.3,67,29.7,341.5
21510,04:29.9,66.5,-10.8,343.2
21511,04:35.1,66.5,-10.8,343.2
21512,04:41.8,67,30.2,342
21513,04:49.3,66.5,3,342.9
21514,04:57.0,66.5,-8.8,343.8
21515,05:11.1,66.5,11.5,342.8
21516,05:25.0,66.5,-1.9,343.4
21517,05:38.5,66.5,5,342.9
21518,05:52.1,66.5,2.9,342.9
21519,06:06.1,66.5,2.8,342.7
21520,06:20.3,66.5,14.6,342.5
21521,06:34.3,66.5,4.1,343
21522,06:48.3,66.5,4.7,342.9
21523,07:02.5,66.5,4,343
21524,07:16.2,66.5,2.2,343.1
21525,53:39.7,66.5,0,344.1
21526,53:53.7,66.5,2.5,343.9
21527,54:07.8,66.5,4.1,343.7
21528,54:21.6,66.5,3.6,343.7
21529,54:35.6,66.5,3.7,343.7
21530,54:49.2,66.5,3.4,343.6
21531,55:03.1,66.5,3.3,343.6
21532,55:16.8,66.5,2.7,343.6
21533,55:30.7,66.5,2.6,343.6
21534,55:44.8,66.5,2,343.6
21535,55:58.7,66.5,2.2,343.6
21536,56:12.7,66.5,2,343.6
21537,56:26.9,66.5,2.1,343.6
21538,56:40.8,66.5,1.9,343.6
21539,56:54.9,66.5,2.4,343.6
21540,57:08.9,66.5,2.2,343.5
21541,57:22.8,66.5,2.8,343.4
21542,57:36.9,66.5,14.5,342.6
21543,57:50.8,66.5,30.2,342
21544,58:04.8,66.5,39.8,341.3
21545,58:21.7,66.5,2.7,343.3
21546,58:35.5,66,103.7,336.8
21547,58:53.5,66,14.6,342.4
21548,58:54.6,66,14.6,342.4
21549,59:07.5,66,33.5,339.5
21550,59:21.1,66,10.2,340.9
21551,59:34.9,66,42.8,339.5
21552,59:49.0,65.5,-30.8,342.5
21553,00:11.1,65.5,-18.6,342.1
21554,00:11.9,65.5,-18.6,342.1
21555,00:13.7,65.5,-24.3,342.1
21556,00:27.5,65.5,-29.9,343.2
21557,00:41.5,65.5,30.1,340.2
21558,00:55.6,65.5,-33.8,342.9
21559,01:09.6,65.5,76.5,337.5
21560,01:23.7,65.5,35.1,339.2
21561,01:37.7,65,48.4,338.1
21562,01:51.7,65.5,1,341.6
21563,02:05.6,65.5,20.3,340.5
21564,02:20.0,65,7.7,340.5
21565,02:27.7,65,58.4,337.7
21566,02:35.4,65,27.4,339.1
21567,02:49.7,65,148.2,332.6
21568,03:00.6,65,148.2,332.6
21569,03:00.6,64.5,52.3,336.3
21570,03:00.6,64.5,52.3,336.3
21571,03:10.9,64.5,22.9,338.1
21572,03:26.0,64.5,72.6,334.9
21573,03:26.0,64.5,72.6,334.9
21574,03:29.8,64,41,335.8
21575,03:37.5,64,-17.2,339.3
21576,03:46.2,64,-62,342.3
21577,03:53.5,64,23.6,339
21578,04:01.0,64.5,-2.9,341
21579,04:08.5,64.5,-39.6,342.7
21580,04:16.9,64.5,-44.4,343.4
21581,04:39.0,64.5,2.6,341.1
21582,04:46.7,64.5,2.3,340.9
21583,04:54.2,64.5,2.5,340.8
21584,05:02.1,64.5,3.2,340.6
21585,05:09.7,64.5,2.7,340.8
21586,05:17.2,64.5,2.7,340.8
21587,05:24.7,64.5,2.8,340.8
21588,05:32.2,64.5,2.1,340.8
21589,05:39.7,64.5,3.2,340.8
21590,05:47.4,64.5,2.5,340.7
21591,05:55.4,64.5,2.9,340.7
21592,06:03.3,64.5,2.7,340.7
21593,06:10.9,64.5,2.2,340.7
21594,06:18.9,64.5,5.7,340.6
21595,06:26.9,64,142.3,333.2
21596,06:35.7,64,142.3,333.2
21597,06:37.5,64,23.7,338
21598,06:45.2,64,-20.6,341
21599,06:52.7,64,22.8,338.6
21600,07:00.5,64,-15.2,340.9
21601,07:08.2,64,82.3,334.8
21602,07:16.1,64,50.9,336.1
21603,07:23.7,63.5,-10.7,339.5
21604,07:31.3,64,-53.8,342.3
21605,07:38.8,64,-15.8,341
21606,07:46.2,64,-14.6,340.3
21607,08:01.9,64,3.9,339.5
21608,08:01.9,64,3.9,339.5
21609,08:08.6,64,3.9,339.5
21610,08:25.9,63.5,17,338.4
21611,08:37.5,63.5,-61.7,341.2
21612,08:45.5,63.5,42.8,336.3
21613,08:53.6,63.5,28.5,337
21614,09:08.7,63.5,61.5,335.5
21615,09:08.8,63.5,61.5,335.5
21616,09:12.9,63,12.9,337.8
21617,09:20.5,63,-21.1,339.6
21618,09:28.0,63,10.2,337.9
21619,09:36.3,63,-4.7,339.2
21620,09:44.0,63,86,334.2
21621,09:52.2,63,32.1,336.5
21622,10:01.4,63,83.5,333.6
21623,10:10.0,63,50.5,334.7
21624,10:17.4,62.5,10,336.8
21625,10:25.4,62.5,13,336.5
21626,10:32.9,62.5,-38.3,339.9
21627,10:40.5,62.5,35,336.5
21628,10:48.0,62.5,9.1,337.3
21629,10:58.4,62.5,37.1,335.7
21630,11:06.1,62.5,58.5,334.4
21631,11:14.3,62.5,21.6,336.2
21632,11:22.0,62.5,34.2,335.5
21633,11:29.5,62,49.8,334.6
21634,11:37.0,62,37.1,335.1
21635,11:44.6,62,32.2,335.2
21636,11:52.5,62,18.2,336.2
21637,12:00.1,62,20.6,335.8
21638,12:07.8,62,-30.9,338.5
21639,12:13.1,62,-30.9,338.5
21640,12:19.6,62,23.7,335.9
21641,12:27.3,62,-98.4,343.2
21642,12:34.8,62,10.5,338.4
21643,12:42.1,62,36,336.9
21644,12:50.0,62,122.9,331.5
21645,12:57.6,62,80.3,332.7
21646,13:05.1,61.5,53.4,333.9
21647,13:12.7,61.5,53.3,333.8
21648,13:22.3,61.5,-54.6,339.4
21649,13:32.8,61.5,1.8,337.3
21650,13:40.8,61.5,22.7,335.7
21651,13:46.1,61.5,22.7,335.7
21652,13:53.2,61.5,23.1,335.8
21653,14:00.9,61,63.4,333.7
21654,14:08.7,61,58.6,333.8
21655,14:16.1,61,33.4,334.8
21656,14:23.7,61,25.1,335
21657,14:31.2,61,10.6,335.4
21658,14:38.7,61,-5.5,336.6
21659,14:46.5,61,41.9,334.6
21660,14:54.2,60.5,65.9,332.6
21661,15:01.8,60.5,50.7,333.5
21662,15:09.4,60.5,54,333.1
21663,15:16.7,60.5,34.3,334
21664,15:24.2,60.5,51.5,333.1
21665,15:31.7,60.5,33.6,333.7
21666,15:39.3,60.5,-11.2,336.4
21667,15:46.8,60.5,25.5,335
21668,15:55.5,60,-10.8,336
21669,16:03.3,60,69.6,332.4
21670,16:10.8,60,90.5,330.9
21671,16:18.3,60,94.4,330.5
21672,16:26.3,60,-36.9,337.3
21673,16:33.9,60,-60.5,338.7
21674,16:41.4,60,44.5,333.6
21675,16:48.9,59.5,47.1,333
21676,16:56.8,59.5,31.1,334.2
21677,17:04.6,59.5,45,333.5
21678,17:12.4,59.5,26.3,334.2
21679,17:27.5,59.5,46.4,333.3
21680,17:28.1,59.5,46.4,333.3
21681,17:31.6,59.5,16.1,335.2
21682,17:41.4,59.5,2.4,335.8
21683,17:48.9,59.5,50.8,333.5
21684,17:56.8,59.5,61.6,332.2
21685,18:04.6,59.5,4.3,335.4
21686,18:12.6,59.5,25.7,334.2
21687,18:20.6,59,46.1,332.8
21688,18:28.5,59.5,-17.9,336.8
21689,18:36.2,59,49.1,333.7
21690,18:43.5,59,19.3,334.4
21691,18:50.9,59,37.7,333.5
21692,18:58.5,59,-22.8,336.3
21693,19:17.9,59,38.7,334
21694,19:18.1,59,38.7,334
21695,19:23.8,59,38.7,334
21696,19:23.8,59,38.7,334
